year,state,state_po,county,candidate,party,candidatevotes,totalvotes
2016,Rhode Island,RI,Bristol,Hillary Clinton,democrat,14609.0,25475
2016,Rhode Island,RI,Bristol,Donald Trump,republican,8965.0,25475
2016,Rhode Island,RI,Kent,Hillary Clinton,democrat,37788.0,82053
2016,Rhode Island,RI,Kent,Donald Trump,republican,38336.0,82053
2016,Rhode Island,RI,Newport,Hillary Clinton,democrat,22851.0,41045
2016,Rhode Island,RI,Newport,Donald Trump,republican,15077.0,41045
2016,Rhode Island,RI,Providence,Hillary Clinton,democrat,142899.0,248474
2016,Rhode Island,RI,Providence,Donald Trump,republican,90882.0,248474
2016,Rhode Island,RI,Washington,Hillary Clinton,democrat,33741.0,66369
2016,Rhode Island,RI,Washington,Donald Trump,republican,27230.0,66369
2016,South Carolina,SC,Abbeville,Hillary Clinton,democrat,3741.0,10775
2016,South Carolina,SC,Abbeville,Donald Trump,republican,6763.0,10775
2016,South Carolina,SC,Aiken,Hillary Clinton,democrat,25455.0,74851
2016,South Carolina,SC,Aiken,Donald Trump,republican,46025.0,74851
2016,South Carolina,SC,Allendale,Hillary Clinton,democrat,2735.0,3592
2016,South Carolina,SC,Allendale,Donald Trump,republican,789.0,3592
2016,South Carolina,SC,Anderson,Hillary Clinton,democrat,21097.0,80483
2016,South Carolina,SC,Anderson,Donald Trump,republican,56232.0,80483
2016,South Carolina,SC,Bamberg,Hillary Clinton,democrat,3898.0,6214
2016,South Carolina,SC,Bamberg,Donald Trump,republican,2204.0,6214
2016,South Carolina,SC,Barnwell,Hillary Clinton,democrat,4400.0,9485
2016,South Carolina,SC,Barnwell,Donald Trump,republican,4889.0,9485
2016,South Carolina,SC,Beaufort,Hillary Clinton,democrat,32138.0,78524
2016,South Carolina,SC,Beaufort,Donald Trump,republican,42922.0,78524
2016,South Carolina,SC,Berkeley,Hillary Clinton,democrat,30705.0,79517
2016,South Carolina,SC,Berkeley,Donald Trump,republican,44587.0,79517
2016,South Carolina,SC,Calhoun,Hillary Clinton,democrat,3573.0,7549
2016,South Carolina,SC,Calhoun,Donald Trump,republican,3787.0,7549
2016,South Carolina,SC,Charleston,Hillary Clinton,democrat,89299.0,176345
2016,South Carolina,SC,Charleston,Donald Trump,republican,75443.0,176345
2016,South Carolina,SC,Cherokee,Hillary Clinton,democrat,6092.0,21759
2016,South Carolina,SC,Cherokee,Donald Trump,republican,15167.0,21759
2016,South Carolina,SC,Chester,Hillary Clinton,democrat,6579.0,14192
2016,South Carolina,SC,Chester,Donald Trump,republican,7265.0,14192
2016,South Carolina,SC,Chesterfield,Hillary Clinton,democrat,6858.0,16581
2016,South Carolina,SC,Chesterfield,Donald Trump,republican,9312.0,16581
2016,South Carolina,SC,Clarendon,Hillary Clinton,democrat,7732.0,15395
2016,South Carolina,SC,Clarendon,Donald Trump,republican,7386.0,15395
2016,South Carolina,SC,Colleton,Hillary Clinton,democrat,7627.0,17251
2016,South Carolina,SC,Colleton,Donald Trump,republican,9091.0,17251
2016,South Carolina,SC,Darlington,Hillary Clinton,democrat,13888.0,29674
2016,South Carolina,SC,Darlington,Donald Trump,republican,14989.0,29674
2016,South Carolina,SC,Dillon,Hillary Clinton,democrat,5834.0,11698
2016,South Carolina,SC,Dillon,Donald Trump,republican,5637.0,11698
2016,South Carolina,SC,Dorchester,Hillary Clinton,democrat,24055.0,62567
2016,South Carolina,SC,Dorchester,Donald Trump,republican,34987.0,62567
2016,South Carolina,SC,Edgefield,Hillary Clinton,democrat,4491.0,11644
2016,South Carolina,SC,Edgefield,Donald Trump,republican,6842.0,11644
2016,South Carolina,SC,Fairfield,Hillary Clinton,democrat,6945.0,11267
2016,South Carolina,SC,Fairfield,Donald Trump,republican,4027.0,11267
2016,South Carolina,SC,Florence,Hillary Clinton,democrat,26710.0,57931
2016,South Carolina,SC,Florence,Donald Trump,republican,29573.0,57931
2016,South Carolina,SC,Georgetown,Hillary Clinton,democrat,13310.0,31657
2016,South Carolina,SC,Georgetown,Donald Trump,republican,17389.0,31657
2016,South Carolina,SC,Greenville,Hillary Clinton,democrat,74483.0,215165
2016,South Carolina,SC,Greenville,Donald Trump,republican,127832.0,215165
2016,South Carolina,SC,Greenwood,Hillary Clinton,democrat,10711.0,28763
2016,South Carolina,SC,Greenwood,Donald Trump,republican,16961.0,28763
2016,South Carolina,SC,Hampton,Hillary Clinton,democrat,5170.0,8806
2016,South Carolina,SC,Hampton,Donald Trump,republican,3488.0,8806
2016,South Carolina,SC,Horry,Hillary Clinton,democrat,39410.0,132920
2016,South Carolina,SC,Horry,Donald Trump,republican,89288.0,132920
2016,South Carolina,SC,Jasper,Hillary Clinton,democrat,5956.0,11427
2016,South Carolina,SC,Jasper,Donald Trump,republican,5187.0,11427
2016,South Carolina,SC,Kershaw,Hillary Clinton,democrat,10330.0,28995
2016,South Carolina,SC,Kershaw,Donald Trump,republican,17542.0,28995
2016,South Carolina,SC,Lancaster,Hillary Clinton,democrat,13812.0,38938
2016,South Carolina,SC,Lancaster,Donald Trump,republican,23719.0,38938
2016,South Carolina,SC,Laurens,Hillary Clinton,democrat,8889.0,26566
2016,South Carolina,SC,Laurens,Donald Trump,republican,16816.0,26566
2016,South Carolina,SC,Lee,Hillary Clinton,democrat,5199.0,8156
2016,South Carolina,SC,Lee,Donald Trump,republican,2803.0,8156
2016,South Carolina,SC,Lexington,Hillary Clinton,democrat,35230.0,122093
2016,South Carolina,SC,Lexington,Donald Trump,republican,80026.0,122093
2016,South Carolina,SC,McCormick,Hillary Clinton,democrat,2479.0,5216
2016,South Carolina,SC,McCormick,Donald Trump,republican,2652.0,5216
2016,South Carolina,SC,Marion,Hillary Clinton,democrat,8569.0,14276
2016,South Carolina,SC,Marion,Donald Trump,republican,5444.0,14276
2016,South Carolina,SC,Marlboro,Hillary Clinton,democrat,5954.0,10389
2016,South Carolina,SC,Marlboro,Donald Trump,republican,4267.0,10389
2016,South Carolina,SC,Newberry,Hillary Clinton,democrat,6217.0,16807
2016,South Carolina,SC,Newberry,Donald Trump,republican,10017.0,16807
2016,South Carolina,SC,Oconee,Hillary Clinton,democrat,7998.0,33635
2016,South Carolina,SC,Oconee,Donald Trump,republican,24178.0,33635
2016,South Carolina,SC,Orangeburg,Hillary Clinton,democrat,26318.0,38910
2016,South Carolina,SC,Orangeburg,Donald Trump,republican,11931.0,38910
2016,South Carolina,SC,Pickens,Hillary Clinton,democrat,10354.0,49049
2016,South Carolina,SC,Pickens,Donald Trump,republican,36236.0,49049
2016,South Carolina,SC,Richland,Hillary Clinton,democrat,108000.0,168722
2016,South Carolina,SC,Richland,Donald Trump,republican,52469.0,168722
2016,South Carolina,SC,Saluda,Hillary Clinton,democrat,2813.0,8564
2016,South Carolina,SC,Saluda,Donald Trump,republican,5526.0,8564
2016,South Carolina,SC,Spartanburg,Hillary Clinton,democrat,39997.0,121090
2016,South Carolina,SC,Spartanburg,Donald Trump,republican,76277.0,121090
2016,South Carolina,SC,Sumter,Hillary Clinton,democrat,24047.0,44086
2016,South Carolina,SC,Sumter,Donald Trump,republican,18745.0,44086
2016,South Carolina,SC,Union,Hillary Clinton,democrat,4729.0,12092
2016,South Carolina,SC,Union,Donald Trump,republican,7061.0,12092
2016,South Carolina,SC,Williamsburg,Hillary Clinton,democrat,9953.0,15054
2016,South Carolina,SC,Williamsburg,Donald Trump,republican,4864.0,15054
2016,South Carolina,SC,York,Hillary Clinton,democrat,41593.0,114357
2016,South Carolina,SC,York,Donald Trump,republican,66754.0,114357
2016,South Dakota,SD,Aurora,Hillary Clinton,democrat,340.0,1407
2016,South Dakota,SD,Aurora,Donald Trump,republican,974.0,1407
2016,South Dakota,SD,Beadle,Hillary Clinton,democrat,1912.0,6772
2016,South Dakota,SD,Beadle,Donald Trump,republican,4455.0,6772
2016,South Dakota,SD,Bennett,Hillary Clinton,democrat,412.0,1149
2016,South Dakota,SD,Bennett,Donald Trump,republican,666.0,1149
2016,South Dakota,SD,Bon Homme,Hillary Clinton,democrat,704.0,2974
2016,South Dakota,SD,Bon Homme,Donald Trump,republican,2105.0,2974
2016,South Dakota,SD,Brookings,Hillary Clinton,democrat,4879.0,12680
2016,South Dakota,SD,Brookings,Donald Trump,republican,6748.0,12680
2016,South Dakota,SD,Brown,Hillary Clinton,democrat,5452.0,16114
2016,South Dakota,SD,Brown,Donald Trump,republican,9613.0,16114
2016,South Dakota,SD,Brule,Hillary Clinton,democrat,571.0,2288
2016,South Dakota,SD,Brule,Donald Trump,republican,1565.0,2288
2016,South Dakota,SD,Buffalo,Hillary Clinton,democrat,296.0,490
2016,South Dakota,SD,Buffalo,Donald Trump,republican,171.0,490
2016,South Dakota,SD,Butte,Hillary Clinton,democrat,696.0,4351
2016,South Dakota,SD,Butte,Donald Trump,republican,3357.0,4351
2016,South Dakota,SD,Campbell,Hillary Clinton,democrat,105.0,831
2016,South Dakota,SD,Campbell,Donald Trump,republican,704.0,831
2016,South Dakota,SD,Charles Mix,Hillary Clinton,democrat,935.0,3433
2016,South Dakota,SD,Charles Mix,Donald Trump,republican,2382.0,3433
2016,South Dakota,SD,Clark,Hillary Clinton,democrat,398.0,1657
2016,South Dakota,SD,Clark,Donald Trump,republican,1139.0,1657
2016,South Dakota,SD,Clay,Hillary Clinton,democrat,2608.0,5069
2016,South Dakota,SD,Clay,Donald Trump,republican,2109.0,5069
2016,South Dakota,SD,Codington,Hillary Clinton,democrat,3174.0,11669
2016,South Dakota,SD,Codington,Donald Trump,republican,7764.0,11669
2016,South Dakota,SD,Corson,Hillary Clinton,democrat,535.0,1175
2016,South Dakota,SD,Corson,Donald Trump,republican,588.0,1175
2016,South Dakota,SD,Custer,Hillary Clinton,democrat,1121.0,4721
2016,South Dakota,SD,Custer,Donald Trump,republican,3293.0,4721
2016,South Dakota,SD,Davison,Hillary Clinton,democrat,2355.0,7952
2016,South Dakota,SD,Davison,Donald Trump,republican,5157.0,7952
2016,South Dakota,SD,Day,Hillary Clinton,democrat,974.0,2747
2016,South Dakota,SD,Day,Donald Trump,republican,1627.0,2747
2016,South Dakota,SD,Deuel,Hillary Clinton,democrat,570.0,2080
2016,South Dakota,SD,Deuel,Donald Trump,republican,1366.0,2080
2016,South Dakota,SD,Dewey,Hillary Clinton,democrat,888.0,1708
2016,South Dakota,SD,Dewey,Donald Trump,republican,723.0,1708
2016,South Dakota,SD,Douglas,Hillary Clinton,democrat,214.0,1605
2016,South Dakota,SD,Douglas,Donald Trump,republican,1338.0,1605
2016,South Dakota,SD,Edmunds,Hillary Clinton,democrat,380.0,1918
2016,South Dakota,SD,Edmunds,Donald Trump,republican,1433.0,1918
2016,South Dakota,SD,Fall River,Hillary Clinton,democrat,821.0,3563
2016,South Dakota,SD,Fall River,Donald Trump,republican,2511.0,3563
2016,South Dakota,SD,Faulk,Hillary Clinton,democrat,204.0,1118
2016,South Dakota,SD,Faulk,Donald Trump,republican,858.0,1118
2016,South Dakota,SD,Grant,Hillary Clinton,democrat,971.0,3564
2016,South Dakota,SD,Grant,Donald Trump,republican,2382.0,3564
2016,South Dakota,SD,Gregory,Hillary Clinton,democrat,391.0,2091
2016,South Dakota,SD,Gregory,Donald Trump,republican,1600.0,2091
2016,South Dakota,SD,Haakon,Hillary Clinton,democrat,77.0,1044
2016,South Dakota,SD,Haakon,Donald Trump,republican,936.0,1044
2016,South Dakota,SD,Hamlin,Hillary Clinton,democrat,555.0,2762
2016,South Dakota,SD,Hamlin,Donald Trump,republican,2051.0,2762
2016,South Dakota,SD,Hand,Hillary Clinton,democrat,334.0,1818
2016,South Dakota,SD,Hand,Donald Trump,republican,1391.0,1818
2016,South Dakota,SD,Hanson,Hillary Clinton,democrat,424.0,2006
2016,South Dakota,SD,Hanson,Donald Trump,republican,1497.0,2006
2016,South Dakota,SD,Harding,Hillary Clinton,democrat,38.0,770
2016,South Dakota,SD,Harding,Donald Trump,republican,695.0,770
2016,South Dakota,SD,Hughes,Hillary Clinton,democrat,2450.0,8175
2016,South Dakota,SD,Hughes,Donald Trump,republican,5174.0,8175
2016,South Dakota,SD,Hutchinson,Hillary Clinton,democrat,692.0,3365
2016,South Dakota,SD,Hutchinson,Donald Trump,republican,2517.0,3365
2016,South Dakota,SD,Hyde,Hillary Clinton,democrat,125.0,690
2016,South Dakota,SD,Hyde,Donald Trump,republican,543.0,690
2016,South Dakota,SD,Jackson,Hillary Clinton,democrat,323.0,1095
2016,South Dakota,SD,Jackson,Donald Trump,republican,722.0,1095
2016,South Dakota,SD,Jerauld,Hillary Clinton,democrat,264.0,967
2016,South Dakota,SD,Jerauld,Donald Trump,republican,648.0,967
2016,South Dakota,SD,Jones,Hillary Clinton,democrat,69.0,558
2016,South Dakota,SD,Jones,Donald Trump,republican,450.0,558
2016,South Dakota,SD,Kingsbury,Hillary Clinton,democrat,703.0,2551
2016,South Dakota,SD,Kingsbury,Donald Trump,republican,1680.0,2551
2016,South Dakota,SD,Lake,Hillary Clinton,democrat,2314.0,6786
2016,South Dakota,SD,Lake,Donald Trump,republican,4038.0,6786
2016,South Dakota,SD,Lawrence,Hillary Clinton,democrat,3356.0,11842
2016,South Dakota,SD,Lawrence,Donald Trump,republican,7411.0,11842
2016,South Dakota,SD,Lincoln,Hillary Clinton,democrat,8076.0,25231
2016,South Dakota,SD,Lincoln,Donald Trump,republican,15499.0,25231
2016,South Dakota,SD,Lyman,Hillary Clinton,democrat,369.0,1421
2016,South Dakota,SD,Lyman,Donald Trump,republican,977.0,1421
2016,South Dakota,SD,McCook,Hillary Clinton,democrat,623.0,2587
2016,South Dakota,SD,McCook,Donald Trump,republican,1794.0,2587
2016,South Dakota,SD,McPherson,Hillary Clinton,democrat,192.0,1137
2016,South Dakota,SD,McPherson,Donald Trump,republican,892.0,1137
2016,South Dakota,SD,Marshall,Hillary Clinton,democrat,754.0,1947
2016,South Dakota,SD,Marshall,Donald Trump,republican,1056.0,1947
2016,South Dakota,SD,Meade,Hillary Clinton,democrat,2223.0,11621
2016,South Dakota,SD,Meade,Donald Trump,republican,8441.0,11621
2016,South Dakota,SD,Mellette,Hillary Clinton,democrat,238.0,683
2016,South Dakota,SD,Mellette,Donald Trump,republican,402.0,683
2016,South Dakota,SD,Miner,Hillary Clinton,democrat,281.0,1064
2016,South Dakota,SD,Miner,Donald Trump,republican,706.0,1064
2016,South Dakota,SD,Minnehaha,Hillary Clinton,democrat,30610.0,78263
2016,South Dakota,SD,Minnehaha,Donald Trump,republican,42043.0,78263
2016,South Dakota,SD,Moody,Hillary Clinton,democrat,1043.0,2933
2016,South Dakota,SD,Moody,Donald Trump,republican,1731.0,2933
2016,South Dakota,SD,Pennington,Hillary Clinton,democrat,14074.0,47743
2016,South Dakota,SD,Pennington,Donald Trump,republican,29804.0,47743
2016,South Dakota,SD,Perkins,Hillary Clinton,democrat,188.0,1606
2016,South Dakota,SD,Perkins,Donald Trump,republican,1333.0,1606
2016,South Dakota,SD,Potter,Hillary Clinton,democrat,215.0,1337
2016,South Dakota,SD,Potter,Donald Trump,republican,1071.0,1337
2016,South Dakota,SD,Roberts,Hillary Clinton,democrat,1540.0,3889
2016,South Dakota,SD,Roberts,Donald Trump,republican,2144.0,3889
2016,South Dakota,SD,Sanborn,Hillary Clinton,democrat,241.0,1123
2016,South Dakota,SD,Sanborn,Donald Trump,republican,819.0,1123
2016,South Dakota,SD,Oglala Lakota,Hillary Clinton,democrat,2510.0,2905
2016,South Dakota,SD,Oglala Lakota,Donald Trump,republican,241.0,2905
2016,South Dakota,SD,Spink,Hillary Clinton,democrat,919.0,2951
2016,South Dakota,SD,Spink,Donald Trump,republican,1854.0,2951
2016,South Dakota,SD,Stanley,Hillary Clinton,democrat,329.0,1567
2016,South Dakota,SD,Stanley,Donald Trump,republican,1148.0,1567
2016,South Dakota,SD,Sully,Hillary Clinton,democrat,137.0,861
2016,South Dakota,SD,Sully,Donald Trump,republican,679.0,861
2016,South Dakota,SD,Todd,Hillary Clinton,democrat,1505.0,2125
2016,South Dakota,SD,Todd,Donald Trump,republican,487.0,2125
2016,South Dakota,SD,Tripp,Hillary Clinton,democrat,462.0,2630
2016,South Dakota,SD,Tripp,Donald Trump,republican,2069.0,2630
2016,South Dakota,SD,Turner,Hillary Clinton,democrat,961.0,4150
2016,South Dakota,SD,Turner,Donald Trump,republican,2937.0,4150
2016,South Dakota,SD,Union,Hillary Clinton,democrat,2227.0,7897
2016,South Dakota,SD,Union,Donald Trump,republican,5290.0,7897
2016,South Dakota,SD,Walworth,Hillary Clinton,democrat,457.0,2477
2016,South Dakota,SD,Walworth,Donald Trump,republican,1896.0,2477
2016,South Dakota,SD,Yankton,Hillary Clinton,democrat,3301.0,9623
2016,South Dakota,SD,Yankton,Donald Trump,republican,5659.0,9623
2016,South Dakota,SD,Ziebach,Hillary Clinton,democrat,353.0,767
2016,South Dakota,SD,Ziebach,Donald Trump,republican,368.0,767
2016,Tennessee,TN,Anderson,Hillary Clinton,democrat,9013.0,29881
2016,Tennessee,TN,Anderson,Donald Trump,republican,19212.0,29881
2016,Tennessee,TN,Bedford,Hillary Clinton,democrat,3395.0,15355
2016,Tennessee,TN,Bedford,Donald Trump,republican,11486.0,15355
2016,Tennessee,TN,Benton,Hillary Clinton,democrat,1474.0,6328
2016,Tennessee,TN,Benton,Donald Trump,republican,4716.0,6328
2016,Tennessee,TN,Bledsoe,Hillary Clinton,democrat,897.0,4664
2016,Tennessee,TN,Bledsoe,Donald Trump,republican,3622.0,4664
2016,Tennessee,TN,Blount,Hillary Clinton,democrat,12100.0,52208
2016,Tennessee,TN,Blount,Donald Trump,republican,37443.0,52208
2016,Tennessee,TN,Bradley,Hillary Clinton,democrat,7070.0,38666
2016,Tennessee,TN,Bradley,Donald Trump,republican,29768.0,38666
2016,Tennessee,TN,Campbell,Hillary Clinton,democrat,2248.0,12532
2016,Tennessee,TN,Campbell,Donald Trump,republican,9870.0,12532
2016,Tennessee,TN,Cannon,Hillary Clinton,democrat,1127.0,5314
2016,Tennessee,TN,Cannon,Donald Trump,republican,4007.0,5314
2016,Tennessee,TN,Carroll,Hillary Clinton,democrat,2327.0,10384
2016,Tennessee,TN,Carroll,Donald Trump,republican,7756.0,10384
2016,Tennessee,TN,Carter,Hillary Clinton,democrat,3453.0,21084
2016,Tennessee,TN,Carter,Donald Trump,republican,16898.0,21084
2016,Tennessee,TN,Cheatham,Hillary Clinton,democrat,3878.0,15924
2016,Tennessee,TN,Cheatham,Donald Trump,republican,11297.0,15924
2016,Tennessee,TN,Chester,Hillary Clinton,democrat,1243.0,6507
2016,Tennessee,TN,Chester,Donald Trump,republican,5081.0,6507
2016,Tennessee,TN,Claiborne,Hillary Clinton,democrat,1832.0,10740
2016,Tennessee,TN,Claiborne,Donald Trump,republican,8602.0,10740
2016,Tennessee,TN,Clay,Hillary Clinton,democrat,707.0,2920
2016,Tennessee,TN,Clay,Donald Trump,republican,2141.0,2920
2016,Tennessee,TN,Cocke,Hillary Clinton,democrat,1981.0,12126
2016,Tennessee,TN,Cocke,Donald Trump,republican,9791.0,12126
2016,Tennessee,TN,Coffee,Hillary Clinton,democrat,4743.0,19971
2016,Tennessee,TN,Coffee,Donald Trump,republican,14417.0,19971
2016,Tennessee,TN,Crockett,Hillary Clinton,democrat,1303.0,5397
2016,Tennessee,TN,Crockett,Donald Trump,republican,3982.0,5397
2016,Tennessee,TN,Cumberland,Hillary Clinton,democrat,5202.0,26360
2016,Tennessee,TN,Cumberland,Donald Trump,republican,20413.0,26360
2016,Tennessee,TN,Davidson,Hillary Clinton,democrat,148864.0,249068
2016,Tennessee,TN,Davidson,Donald Trump,republican,84550.0,249068
2016,Tennessee,TN,Decatur,Hillary Clinton,democrat,894.0,4592
2016,Tennessee,TN,Decatur,Donald Trump,republican,3588.0,4592
2016,Tennessee,TN,DeKalb,Hillary Clinton,democrat,1569.0,6955
2016,Tennessee,TN,DeKalb,Donald Trump,republican,5171.0,6955
2016,Tennessee,TN,Dickson,Hillary Clinton,democrat,4722.0,18699
2016,Tennessee,TN,Dickson,Donald Trump,republican,13233.0,18699
2016,Tennessee,TN,Dyer,Hillary Clinton,democrat,2816.0,13336
2016,Tennessee,TN,Dyer,Donald Trump,republican,10180.0,13336
2016,Tennessee,TN,Fayette,Hillary Clinton,democrat,5874.0,19394
2016,Tennessee,TN,Fayette,Donald Trump,republican,13055.0,19394
2016,Tennessee,TN,Fentress,Hillary Clinton,democrat,1100.0,7333
2016,Tennessee,TN,Fentress,Donald Trump,republican,6038.0,7333
2016,Tennessee,TN,Franklin,Hillary Clinton,democrat,4374.0,16404
2016,Tennessee,TN,Franklin,Donald Trump,republican,11532.0,16404
2016,Tennessee,TN,Gibson,Hillary Clinton,democrat,5258.0,19547
2016,Tennessee,TN,Gibson,Donald Trump,republican,13786.0,19547
2016,Tennessee,TN,Giles,Hillary Clinton,democrat,2917.0,11137
2016,Tennessee,TN,Giles,Donald Trump,republican,7970.0,11137
2016,Tennessee,TN,Grainger,Hillary Clinton,democrat,1154.0,8008
2016,Tennessee,TN,Grainger,Donald Trump,republican,6626.0,8008
2016,Tennessee,TN,Greene,Hillary Clinton,democrat,4216.0,23583
2016,Tennessee,TN,Greene,Donald Trump,republican,18562.0,23583
2016,Tennessee,TN,Grundy,Hillary Clinton,democrat,999.0,4763
2016,Tennessee,TN,Grundy,Donald Trump,republican,3636.0,4763
2016,Tennessee,TN,Hamblen,Hillary Clinton,democrat,4075.0,20692
2016,Tennessee,TN,Hamblen,Donald Trump,republican,15857.0,20692
2016,Tennessee,TN,Hamilton,Hillary Clinton,democrat,55316.0,142408
2016,Tennessee,TN,Hamilton,Donald Trump,republican,78733.0,142408
2016,Tennessee,TN,Hancock,Hillary Clinton,democrat,322.0,2231
2016,Tennessee,TN,Hancock,Donald Trump,republican,1843.0,2231
2016,Tennessee,TN,Hardeman,Hillary Clinton,democrat,4185.0,9273
2016,Tennessee,TN,Hardeman,Donald Trump,republican,4919.0,9273
2016,Tennessee,TN,Hardin,Hillary Clinton,democrat,1622.0,9949
2016,Tennessee,TN,Hardin,Donald Trump,republican,8012.0,9949
2016,Tennessee,TN,Hawkins,Hillary Clinton,democrat,3507.0,20774
2016,Tennessee,TN,Hawkins,Donald Trump,republican,16648.0,20774
2016,Tennessee,TN,Haywood,Hillary Clinton,democrat,3711.0,6834
2016,Tennessee,TN,Haywood,Donald Trump,republican,3013.0,6834
2016,Tennessee,TN,Henderson,Hillary Clinton,democrat,1800.0,10217
2016,Tennessee,TN,Henderson,Donald Trump,republican,8138.0,10217
2016,Tennessee,TN,Henry,Hillary Clinton,democrat,3063.0,12945
2016,Tennessee,TN,Henry,Donald Trump,republican,9508.0,12945
2016,Tennessee,TN,Hickman,Hillary Clinton,democrat,1824.0,7813
2016,Tennessee,TN,Hickman,Donald Trump,republican,5695.0,7813
2016,Tennessee,TN,Houston,Hillary Clinton,democrat,866.0,3168
2016,Tennessee,TN,Houston,Donald Trump,republican,2182.0,3168
2016,Tennessee,TN,Humphreys,Hillary Clinton,democrat,1967.0,7153
2016,Tennessee,TN,Humphreys,Donald Trump,republican,4930.0,7153
2016,Tennessee,TN,Jackson,Hillary Clinton,democrat,1129.0,4466
2016,Tennessee,TN,Jackson,Donald Trump,republican,3236.0,4466
2016,Tennessee,TN,Jefferson,Hillary Clinton,democrat,3494.0,19072
2016,Tennessee,TN,Jefferson,Donald Trump,republican,14776.0,19072
2016,Tennessee,TN,Johnson,Hillary Clinton,democrat,988.0,6579
2016,Tennessee,TN,Johnson,Donald Trump,republican,5410.0,6579
2016,Tennessee,TN,Knox,Hillary Clinton,democrat,62878.0,180697
2016,Tennessee,TN,Knox,Donald Trump,republican,105767.0,180697
2016,Tennessee,TN,Lake,Hillary Clinton,democrat,577.0,1970
2016,Tennessee,TN,Lake,Donald Trump,republican,1357.0,1970
2016,Tennessee,TN,Lauderdale,Hillary Clinton,democrat,3056.0,8087
2016,Tennessee,TN,Lauderdale,Donald Trump,republican,4884.0,8087
2016,Tennessee,TN,Lawrence,Hillary Clinton,democrat,2821.0,15666
2016,Tennessee,TN,Lawrence,Donald Trump,republican,12420.0,15666
2016,Tennessee,TN,Lewis,Hillary Clinton,democrat,890.0,4622
2016,Tennessee,TN,Lewis,Donald Trump,republican,3585.0,4622
2016,Tennessee,TN,Lincoln,Hillary Clinton,democrat,2554.0,13348
2016,Tennessee,TN,Lincoln,Donald Trump,republican,10398.0,13348
2016,Tennessee,TN,Loudon,Hillary Clinton,democrat,4919.0,23391
2016,Tennessee,TN,Loudon,Donald Trump,republican,17610.0,23391
2016,Tennessee,TN,McMinn,Hillary Clinton,democrat,3510.0,18755
2016,Tennessee,TN,McMinn,Donald Trump,republican,14691.0,18755
2016,Tennessee,TN,McNairy,Hillary Clinton,democrat,1848.0,10038
2016,Tennessee,TN,McNairy,Donald Trump,republican,7841.0,10038
2016,Tennessee,TN,Macon,Hillary Clinton,democrat,1072.0,7504
2016,Tennessee,TN,Macon,Donald Trump,republican,6263.0,7504
2016,Tennessee,TN,Madison,Hillary Clinton,democrat,15448.0,38120
2016,Tennessee,TN,Madison,Donald Trump,republican,21335.0,38120
2016,Tennessee,TN,Marion,Hillary Clinton,democrat,2832.0,10862
2016,Tennessee,TN,Marion,Donald Trump,republican,7696.0,10862
2016,Tennessee,TN,Marshall,Hillary Clinton,democrat,2852.0,11455
2016,Tennessee,TN,Marshall,Donald Trump,republican,8184.0,11455
2016,Tennessee,TN,Maury,Hillary Clinton,democrat,10038.0,35369
2016,Tennessee,TN,Maury,Donald Trump,republican,23799.0,35369
2016,Tennessee,TN,Meigs,Hillary Clinton,democrat,856.0,4320
2016,Tennessee,TN,Meigs,Donald Trump,republican,3342.0,4320
2016,Tennessee,TN,Monroe,Hillary Clinton,democrat,3186.0,17093
2016,Tennessee,TN,Monroe,Donald Trump,republican,13374.0,17093
2016,Tennessee,TN,Montgomery,Hillary Clinton,democrat,21699.0,57620
2016,Tennessee,TN,Montgomery,Donald Trump,republican,32341.0,57620
2016,Tennessee,TN,Moore,Hillary Clinton,democrat,496.0,2926
2016,Tennessee,TN,Moore,Donald Trump,republican,2325.0,2926
2016,Tennessee,TN,Morgan,Hillary Clinton,democrat,1054.0,6705
2016,Tennessee,TN,Morgan,Donald Trump,republican,5441.0,6705
2016,Tennessee,TN,Obion,Hillary Clinton,democrat,2426.0,12249
2016,Tennessee,TN,Obion,Donald Trump,republican,9526.0,12249
2016,Tennessee,TN,Overton,Hillary Clinton,democrat,1945.0,8229
2016,Tennessee,TN,Overton,Donald Trump,republican,6059.0,8229
2016,Tennessee,TN,Perry,Hillary Clinton,democrat,597.0,2855
2016,Tennessee,TN,Perry,Donald Trump,republican,2167.0,2855
2016,Tennessee,TN,Pickett,Hillary Clinton,democrat,536.0,2615
2016,Tennessee,TN,Pickett,Donald Trump,republican,2021.0,2615
2016,Tennessee,TN,Polk,Hillary Clinton,democrat,1252.0,6520
2016,Tennessee,TN,Polk,Donald Trump,republican,5097.0,6520
2016,Tennessee,TN,Putnam,Hillary Clinton,democrat,6851.0,27212
2016,Tennessee,TN,Putnam,Donald Trump,republican,19002.0,27212
2016,Tennessee,TN,Rhea,Hillary Clinton,democrat,1942.0,11062
2016,Tennessee,TN,Rhea,Donald Trump,republican,8660.0,11062
2016,Tennessee,TN,Roane,Hillary Clinton,democrat,4837.0,21669
2016,Tennessee,TN,Roane,Donald Trump,republican,15880.0,21669
2016,Tennessee,TN,Robertson,Hillary Clinton,democrat,6637.0,27113
2016,Tennessee,TN,Robertson,Donald Trump,republican,19410.0,27113
2016,Tennessee,TN,Rutherford,Hillary Clinton,democrat,36706.0,107436
2016,Tennessee,TN,Rutherford,Donald Trump,republican,64515.0,107436
2016,Tennessee,TN,Scott,Hillary Clinton,democrat,934.0,7123
