vintage,title,distributiondescription
2014,2014 Annual Survey of Entrepreneurs: Characteristics of Businesses,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/ase/cscb', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,2014 County Business Patterns - Zip Code Business Patterns: ZIP Code Business Patterns by Industry and Employment Size of Establishment,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/zbp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,ACS 1-Year Subject Tables,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/acs/acs1/subject', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,ACS 5-Year Detailed Tables,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/acs/acs5', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,2014 Annual Survey of Entrepreneurs: Characteristics of Businesses Owners,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/ase/cscbo', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,ACS 5-Year Data Profiles,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/acs/acs5/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,2010-2014 American Community Survey: Migration Flows,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/acs/flows', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,ACS 5-Year Subject Tables,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/acs/acs5/subject', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,2014 Nonemployer Statistics,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/nonemp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,2014 International Trade: Historical Imports and Exports,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/intltrade/imp_exp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,Vintage 2014 Population Estimates: National Annual Resident Population Estimates by Single Year of Age and Sex,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/agesex', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,"Vintage 2014 Population Estimates: National, State, County Annual Resident Population Estimates by Age Groups, Sex, 5 Races, and Hispanic Origin","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/agespecial5', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,"Vintage 2014 Population Estimates: National, State, County Annual Resident Population Estimates by Age Groups, Sex, 6 Races, and Hispanic Origin","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/agespecial6', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,Vintage 2014 Population Estimates: Puerto Rico Commonwealth and Municipios Annual Resident Population Estimates by Age Groups and Sex,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/agespecialpr', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,"Vintage 2014 Population Estimates: County Population Estimates by 5 Year Age Groups, Sex, 5 Races, and Hispanic Origin","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/cochar5', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,"Vintage 2014 Population Estimates: County Population Estimates by 5 Year Age Groups, Sex, 6 Races, and Hispanic Origin","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/cochar6', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,Vintage 2014 Population Estimates: County Total Population and Components of Change,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/cty', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,"Vintage 2014 Population Estimates: Housing Unit Estimates for US, States, and Counties","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/housing', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,"Vintage 2014 Population Estimates: National Monthly Population Estimates by Single Year of Age , Sex, 5 Races, Hispanic Origin, and Universe","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/monthlynatchar5', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,"Vintage 2014 Population Estimates: National Monthly Population Estimates by Single Year of Age, Sex, 6 Races, Hispanic Origin, and Universe","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/monthlynatchar6', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,"Vintage 2014 Population Estimates: US, State, and PR Population Age 18+","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/natstprc18', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,"Vintage 2014 Population Estimates: US, State, and PR Total Population and Components of Change","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/natstprc', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,Vintage 2014 Population Estimates: Puerto Rico Commonwealth Estimates by Single Year of Age and Sex,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/prcagesex', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,Vintage 2014 Population Estimates: Puerto Rico Municipios Total Population,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/prm', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,Vintage 2014 Population Estimates: Puerto Rico Municipios Estimates by 5-Year Age Groups and Sex,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/prmagesex', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,"2014 National Population Projections: Projected Population by Age Groups, Sex, Race, and Hispanic Origin for the United States","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/projagegroups', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,"2014 National Population Projections: Projected Births by Sex, Race, and Hispanic Origin for the United States","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/projbirths', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,"2014 National Population Projections: Projected Deaths by Single Year of Age, Sex, Race, and Hispanic Origin for the United States","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/projdeaths', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,"2014 National Population Projections: Projected Population by Single Year of Age, Sex, Race, Hispanic Origin, and Nativity for the United States","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/projnat', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,"2014 National Population Projections: Projected Net International Migration by Single Year of Age, Sex, Race, and Hispanic Origin for the United States","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/projnim', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,"2014 National Population Projections: Projected Population by Single Year of Age, Sex, Race, and Hispanic Origin for the United States","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/projpop', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,"Vintage 2014 Population Estimates: State Population Estimates by Single Year of Age, Sex, 5 Races, and Hispanic Origin","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/stchar5', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,"Vintage 2014 Population Estimates: State Population Estimates by Single Year of Age, Sex, 6 Races, and Hispanic Origin","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/stchar6', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2014,Vintage 2014 Population Estimates: Subcounty Population Places and MCDs,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2014/pep/subcty', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2016,2016 County Business Patterns,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/cbp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2015,2015 American Community Survey 1-Year Data Profile 115th Congressional District,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/acs1/cd115', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2015,ACS 1-Year Detailed Tables,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/acs/acs1', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2015,ACS 5-Year Detailed Tables,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/acs/acs5', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2015,ACS 1-Year Comparison Profiles,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/acs/acs1/cprofile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2015,ACS 5-Year Comparison Profiles,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/acs/acs5/cprofile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2015,ACS 1-Year Subject Tables,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/acs/acs1/subject', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2015,ACS 1-Year Data Profiles,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/acs/acs1/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2015,ACS 5-Year Data Profiles,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/acs/acs5/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2015,ACS 5-Year Subject Tables,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/acs/acs5/subject', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2015,ACS 1-Year Supplemental Estimates,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/acs/acsse', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2015,2011-2015 American Community Survey: Migration Flows,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/acs/flows', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2015,2015 County Business Patterns,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/cbp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2015,2015 International Trade: Historical Imports and Exports,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/intltrade/imp_exp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2015,2015 Nonemployer Statistics,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/nonemp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2015,2015 Census Planning Database: Block Group,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/pdb/blockgroup', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2015,2015 Census Planning Database: Tract Level,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/pdb/tract', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2015,Vintage 2015 Population Estimates: Characteristics by Single Year of Age,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/pep/charage', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2015,Vintage 2015 Population Estimates: Demographic Characteristics Estimates by Age Groups,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/pep/charagegroups', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2015,Vintage 2015 Population Estimates: Components of Change Estimates,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/pep/components', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2015,"Vintage 2015 Population Estimates: Housing Unit Estimates for US, States, and Counties","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/pep/housing', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2015,Vintage 2015 Population Estimates: National Monthly Population Estimates,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/pep/natmonthly', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2015,Vintage 2015 Population Estimates: Population Estimates,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/pep/population', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2015,2015 County Business Patterns - Zip Code Business Patterns: ZIP Code Business Patterns by Industry and Employment Size of Establishment,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/zbp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2016,ACS 1-Year Detailed Tables,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/acs/acs1', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2016,ACS 1-Year Comparison Profile,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/acs/acs1/cprofile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2016,ACS 1-Year Data Profiles,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/acs/acs1/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2016,ACS 1-Year Selected Population Profiles,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/acs/acs1/spp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2016,ACS 1-Year Subject Tables,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/acs/acs1/subject', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2016,ACS 5-Year Detailed Tables,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/acs/acs5', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2016,ACS 5-Year Comparison Profile,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/acs/acs5/cprofile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2016,ACS 5-Year Data Profile,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/acs/acs5/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2016,ACS 5-Year Subject Tables,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/acs/acs5/subject', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2016,ACS 1-Year Supplemental Estimates,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/acs/acsse', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2016,ACS FLOWS,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/acs/flows', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2016,2016 County Business Patterns - Zip Code Business Patterns: ZIP Code Business Patterns by Industry and Employment Size of Establishment,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/zbp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2016,2016 International Trade: Historical Imports and Exports,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/intltrade/imp_exp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2016,"Vintage 2016 Population Estimates: Housing Unit Estimates for US, States, and Counties","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/pep/housing', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2016,2016 Nonemployer Statistics,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/nonemp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2016,Vintage 2016 Population Estimates: Demographic Characteristics Estimates by Age Groups,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/pep/charagegroups', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2016,2016 Census Planning Database: Block Group,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/pdb/blockgroup', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2016,Vintage 2016 Population Estimates: National Monthly Population Estimates,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/pep/natmonthly', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2016,Vintage 2016 Population Estimates: Components of Change Estimates,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/pep/components', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2016,2016 Census Planning Database: Tract Level,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/pdb/tract', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2016,Vintage 2016 Population Estimates: Characteristics by Single Year of Age,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/pep/charage', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2016,Vintage 2016 Population Estimates: Population Estimates,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/pep/population', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,Vintage 2017 Population Estimates: Population Estimates,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/pep/population', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,ACS 1-Year Detailed Tables,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/acs/acs1', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,ACS 1-Year Comparison Profiles,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/acs/acs1/cprofile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2018,2018 International Trade: Historical Imports and Exports,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2018/intltrade/imp_exp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,ACS 1-Year Data Profiles,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/acs/acs1/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2018,2018 Census Planning Database: Block Group,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2018/pdb/blockgroup', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,ACS 1-Year Selected Population Profiles,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/acs/acs1/spp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2018,2018 Census Planning Database: Tract Level,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2018/pdb/tract', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,"Vintage 2017 Population Estimates: Housing Unit Estimates for US, States, and Counties","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/pep/housing', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,ACS 1-Year Subject Tables,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/acs/acs1/subject', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2018,Vintage 2018 Population Estimates: National Monthly Population Estimates,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2018/pep/natmonthly', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,ACS 5-Year Detailed Tables,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/acs/acs5', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,ACS 5-Year Comparison Profiles,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/acs/acs5/cprofile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2018,Vintage 2018 Population Estimates: Characteristics by Single Year of Age,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2018/pep/charage', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,ACS 5-Year Data Profiles,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/acs/acs5/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,Vintage 2017 Population Estimates: National Monthly Population Estimates,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/pep/natmonthly', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,ACS 5-Year Subject Tables,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/acs/acs5/subject', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2018,Vintage 2018 Population Estimates: Demographic Characteristics Estimates by Age Groups,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2018/pep/charagegroups', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,ACS 1-Year Supplemental Estimates,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/acs/acsse', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,2017 International Trade: Historical Imports and Exports,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/intltrade/imp_exp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2018,Vintage 2018 Population Estimates: Population Estimates,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2018/pep/population', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,2017 Nonemployer Statistics: Non Employer Statistics,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/nonemp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,Vintage 2017 Population Estimates: Characteristics by Single Year of Age,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/pep/charage', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2018,Vintage 2018 Population Estimates: Components of Change Estimates,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2018/pep/components', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,Vintage 2017 Population Estimates: Demographic Characteristics Estimates by Age Groups,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/pep/charagegroups', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2018,"Vintage 2018 Population Estimates: Housing Unit Estimates for US, States, and Counties","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2018/pep/housing', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,Vintage 2017 Population Estimates: Components of Change Estimates,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/pep/components', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series Economic Indicators Time Series -: Quarterly Financial Report,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/qfr', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series Annual Survey of Manufactures: Statistics for Industry Groups and Industries,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/asm/industry', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
