location,year,state,state_po,county,candidate,party,candidatevotes,totalvotes,Location
"Montana, Phillips",2000,Montana,MT,Phillips,Al Gore,democrat,423.0,2228,"Montana, Phillips"
"Montana, Phillips",2000,Montana,MT,Phillips,George W. Bush,republican,1727.0,2228,"Montana, Phillips"
"Montana, Phillips",2000,Montana,MT,Phillips,Ralph Nader,green,44.0,2228,"Montana, Phillips"
"Montana, Pondera",2000,Montana,MT,Pondera,Al Gore,democrat,792.0,2896,"Montana, Pondera"
"Montana, Pondera",2000,Montana,MT,Pondera,George W. Bush,republican,1948.0,2896,"Montana, Pondera"
"Montana, Pondera",2000,Montana,MT,Pondera,Ralph Nader,green,96.0,2896,"Montana, Pondera"
"Montana, Powder River",2000,Montana,MT,Powder River,Al Gore,democrat,115.0,1008,"Montana, Powder River"
"Montana, Powder River",2000,Montana,MT,Powder River,George W. Bush,republican,860.0,1008,"Montana, Powder River"
"Montana, Powder River",2000,Montana,MT,Powder River,Ralph Nader,green,21.0,1008,"Montana, Powder River"
"Montana, Powell",2000,Montana,MT,Powell,Al Gore,democrat,638.0,2832,"Montana, Powell"
"Montana, Powell",2000,Montana,MT,Powell,George W. Bush,republican,1971.0,2832,"Montana, Powell"
"Montana, Powell",2000,Montana,MT,Powell,Ralph Nader,green,129.0,2832,"Montana, Powell"
"Montana, Prairie",2000,Montana,MT,Prairie,Al Gore,democrat,164.0,746,"Montana, Prairie"
"Montana, Prairie",2000,Montana,MT,Prairie,George W. Bush,republican,541.0,746,"Montana, Prairie"
"Montana, Prairie",2000,Montana,MT,Prairie,Ralph Nader,green,24.0,746,"Montana, Prairie"
"Montana, Ravalli",2000,Montana,MT,Ravalli,Al Gore,democrat,4451.0,17238,"Montana, Ravalli"
"Montana, Ravalli",2000,Montana,MT,Ravalli,George W. Bush,republican,11241.0,17238,"Montana, Ravalli"
"Montana, Ravalli",2000,Montana,MT,Ravalli,Ralph Nader,green,1128.0,17238,"Montana, Ravalli"
"Montana, Richland",2000,Montana,MT,Richland,Al Gore,democrat,1018.0,4033,"Montana, Richland"
"Montana, Richland",2000,Montana,MT,Richland,George W. Bush,republican,2858.0,4033,"Montana, Richland"
"Montana, Richland",2000,Montana,MT,Richland,Ralph Nader,green,79.0,4033,"Montana, Richland"
"Montana, Roosevelt",2000,Montana,MT,Roosevelt,Al Gore,democrat,2059.0,3813,"Montana, Roosevelt"
"Montana, Roosevelt",2000,Montana,MT,Roosevelt,George W. Bush,republican,1605.0,3813,"Montana, Roosevelt"
"Montana, Roosevelt",2000,Montana,MT,Roosevelt,Ralph Nader,green,95.0,3813,"Montana, Roosevelt"
"Montana, Rosebud",2000,Montana,MT,Rosebud,Al Gore,democrat,1394.0,3423,"Montana, Rosebud"
"Montana, Rosebud",2000,Montana,MT,Rosebud,George W. Bush,republican,1826.0,3423,"Montana, Rosebud"
"Montana, Rosebud",2000,Montana,MT,Rosebud,Ralph Nader,green,130.0,3423,"Montana, Rosebud"
"Montana, Sanders",2000,Montana,MT,Sanders,Al Gore,democrat,1165.0,4721,"Montana, Sanders"
"Montana, Sanders",2000,Montana,MT,Sanders,George W. Bush,republican,3144.0,4721,"Montana, Sanders"
"Montana, Sanders",2000,Montana,MT,Sanders,Ralph Nader,green,305.0,4721,"Montana, Sanders"
"Montana, Sheridan",2000,Montana,MT,Sheridan,Al Gore,democrat,702.0,1965,"Montana, Sheridan"
"Montana, Sheridan",2000,Montana,MT,Sheridan,George W. Bush,republican,1176.0,1965,"Montana, Sheridan"
"Montana, Sheridan",2000,Montana,MT,Sheridan,Ralph Nader,green,62.0,1965,"Montana, Sheridan"
"Montana, Silver Bow",2000,Montana,MT,Silver Bow,Al Gore,democrat,8967.0,16703,"Montana, Silver Bow"
"Montana, Silver Bow",2000,Montana,MT,Silver Bow,George W. Bush,republican,6299.0,16703,"Montana, Silver Bow"
"Montana, Silver Bow",2000,Montana,MT,Silver Bow,Ralph Nader,green,876.0,16703,"Montana, Silver Bow"
"Montana, Stillwater",2000,Montana,MT,Stillwater,Al Gore,democrat,925.0,3918,"Montana, Stillwater"
"Montana, Stillwater",2000,Montana,MT,Stillwater,George W. Bush,republican,2765.0,3918,"Montana, Stillwater"
"Montana, Stillwater",2000,Montana,MT,Stillwater,Ralph Nader,green,141.0,3918,"Montana, Stillwater"
"Montana, Sweet Grass",2000,Montana,MT,Sweet Grass,Al Gore,democrat,305.0,1846,"Montana, Sweet Grass"
"Montana, Sweet Grass",2000,Montana,MT,Sweet Grass,George W. Bush,republican,1450.0,1846,"Montana, Sweet Grass"
"Montana, Sweet Grass",2000,Montana,MT,Sweet Grass,Ralph Nader,green,59.0,1846,"Montana, Sweet Grass"
"Montana, Teton",2000,Montana,MT,Teton,Al Gore,democrat,847.0,3314,"Montana, Teton"
"Montana, Teton",2000,Montana,MT,Teton,George W. Bush,republican,2294.0,3314,"Montana, Teton"
"Montana, Teton",2000,Montana,MT,Teton,Ralph Nader,green,102.0,3314,"Montana, Teton"
"Montana, Toole",2000,Montana,MT,Toole,Al Gore,democrat,630.0,2378,"Montana, Toole"
"Montana, Toole",2000,Montana,MT,Toole,George W. Bush,republican,1639.0,2378,"Montana, Toole"
"Montana, Toole",2000,Montana,MT,Toole,Ralph Nader,green,77.0,2378,"Montana, Toole"
"Montana, Treasure",2000,Montana,MT,Treasure,Al Gore,democrat,106.0,479,"Montana, Treasure"
"Montana, Treasure",2000,Montana,MT,Treasure,George W. Bush,republican,344.0,479,"Montana, Treasure"
"Montana, Treasure",2000,Montana,MT,Treasure,Ralph Nader,green,12.0,479,"Montana, Treasure"
"Montana, Valley",2000,Montana,MT,Valley,Al Gore,democrat,1273.0,3963,"Montana, Valley"
"Montana, Valley",2000,Montana,MT,Valley,George W. Bush,republican,2500.0,3963,"Montana, Valley"
"Montana, Valley",2000,Montana,MT,Valley,Ralph Nader,green,103.0,3963,"Montana, Valley"
"Montana, Wheatland",2000,Montana,MT,Wheatland,Al Gore,democrat,243.0,999,"Montana, Wheatland"
"Montana, Wheatland",2000,Montana,MT,Wheatland,George W. Bush,republican,708.0,999,"Montana, Wheatland"
"Montana, Wheatland",2000,Montana,MT,Wheatland,Ralph Nader,green,21.0,999,"Montana, Wheatland"
"Montana, Wibaux",2000,Montana,MT,Wibaux,Al Gore,democrat,121.0,518,"Montana, Wibaux"
"Montana, Wibaux",2000,Montana,MT,Wibaux,George W. Bush,republican,369.0,518,"Montana, Wibaux"
"Montana, Wibaux",2000,Montana,MT,Wibaux,Ralph Nader,green,16.0,518,"Montana, Wibaux"
"Montana, Yellowstone",2000,Montana,MT,Yellowstone,Al Gore,democrat,20370.0,57499,"Montana, Yellowstone"
"Montana, Yellowstone",2000,Montana,MT,Yellowstone,George W. Bush,republican,33922.0,57499,"Montana, Yellowstone"
"Montana, Yellowstone",2000,Montana,MT,Yellowstone,Ralph Nader,green,2145.0,57499,"Montana, Yellowstone"
"Nebraska, Adams",2000,Nebraska,NE,Adams,Al Gore,democrat,3686.0,12438,"Nebraska, Adams"
"Nebraska, Adams",2000,Nebraska,NE,Adams,George W. Bush,republican,8162.0,12438,"Nebraska, Adams"
"Nebraska, Adams",2000,Nebraska,NE,Adams,Ralph Nader,green,472.0,12438,"Nebraska, Adams"
"Nebraska, Antelope",2000,Nebraska,NE,Antelope,Al Gore,democrat,678.0,3368,"Nebraska, Antelope"
"Nebraska, Antelope",2000,Nebraska,NE,Antelope,George W. Bush,republican,2562.0,3368,"Nebraska, Antelope"
"Nebraska, Antelope",2000,Nebraska,NE,Antelope,Ralph Nader,green,84.0,3368,"Nebraska, Antelope"
"Nebraska, Arthur",2000,Nebraska,NE,Arthur,Al Gore,democrat,26.0,272,"Nebraska, Arthur"
"Nebraska, Arthur",2000,Nebraska,NE,Arthur,George W. Bush,republican,235.0,272,"Nebraska, Arthur"
"Nebraska, Arthur",2000,Nebraska,NE,Arthur,Ralph Nader,green,6.0,272,"Nebraska, Arthur"
"Nebraska, Banner",2000,Nebraska,NE,Banner,Al Gore,democrat,65.0,462,"Nebraska, Banner"
"Nebraska, Banner",2000,Nebraska,NE,Banner,George W. Bush,republican,390.0,462,"Nebraska, Banner"
"Nebraska, Banner",2000,Nebraska,NE,Banner,Ralph Nader,green,2.0,462,"Nebraska, Banner"
"Nebraska, Blaine",2000,Nebraska,NE,Blaine,Al Gore,democrat,43.0,349,"Nebraska, Blaine"
"Nebraska, Blaine",2000,Nebraska,NE,Blaine,George W. Bush,republican,299.0,349,"Nebraska, Blaine"
"Nebraska, Blaine",2000,Nebraska,NE,Blaine,Ralph Nader,green,5.0,349,"Nebraska, Blaine"
"Nebraska, Boone",2000,Nebraska,NE,Boone,Al Gore,democrat,575.0,2862,"Nebraska, Boone"
"Nebraska, Boone",2000,Nebraska,NE,Boone,George W. Bush,republican,2196.0,2862,"Nebraska, Boone"
"Nebraska, Boone",2000,Nebraska,NE,Boone,Ralph Nader,green,65.0,2862,"Nebraska, Boone"
"Nebraska, Box Butte",2000,Nebraska,NE,Box Butte,Al Gore,democrat,1614.0,5089,"Nebraska, Box Butte"
"Nebraska, Box Butte",2000,Nebraska,NE,Box Butte,George W. Bush,republican,3208.0,5089,"Nebraska, Box Butte"
"Nebraska, Box Butte",2000,Nebraska,NE,Box Butte,Ralph Nader,green,203.0,5089,"Nebraska, Box Butte"
"Nebraska, Boyd",2000,Nebraska,NE,Boyd,Al Gore,democrat,265.0,1242,"Nebraska, Boyd"
"Nebraska, Boyd",2000,Nebraska,NE,Boyd,George W. Bush,republican,931.0,1242,"Nebraska, Boyd"
"Nebraska, Boyd",2000,Nebraska,NE,Boyd,Ralph Nader,green,25.0,1242,"Nebraska, Boyd"
"Nebraska, Brown",2000,Nebraska,NE,Brown,Al Gore,democrat,250.0,1684,"Nebraska, Brown"
"Nebraska, Brown",2000,Nebraska,NE,Brown,George W. Bush,republican,1375.0,1684,"Nebraska, Brown"
"Nebraska, Brown",2000,Nebraska,NE,Brown,Ralph Nader,green,36.0,1684,"Nebraska, Brown"
"Nebraska, Buffalo",2000,Nebraska,NE,Buffalo,Al Gore,democrat,3927.0,16461,"Nebraska, Buffalo"
"Nebraska, Buffalo",2000,Nebraska,NE,Buffalo,George W. Bush,republican,11931.0,16461,"Nebraska, Buffalo"
"Nebraska, Buffalo",2000,Nebraska,NE,Buffalo,Ralph Nader,green,483.0,16461,"Nebraska, Buffalo"
"Nebraska, Burt",2000,Nebraska,NE,Burt,Al Gore,democrat,1223.0,3392,"Nebraska, Burt"
"Nebraska, Burt",2000,Nebraska,NE,Burt,George W. Bush,republican,2056.0,3392,"Nebraska, Burt"
"Nebraska, Burt",2000,Nebraska,NE,Burt,Ralph Nader,green,73.0,3392,"Nebraska, Burt"
"Nebraska, Butler",2000,Nebraska,NE,Butler,Al Gore,democrat,1028.0,3828,"Nebraska, Butler"
"Nebraska, Butler",2000,Nebraska,NE,Butler,George W. Bush,republican,2638.0,3828,"Nebraska, Butler"
"Nebraska, Butler",2000,Nebraska,NE,Butler,Ralph Nader,green,108.0,3828,"Nebraska, Butler"
"Nebraska, Cass",2000,Nebraska,NE,Cass,Al Gore,democrat,3656.0,10280,"Nebraska, Cass"
"Nebraska, Cass",2000,Nebraska,NE,Cass,George W. Bush,republican,6144.0,10280,"Nebraska, Cass"
"Nebraska, Cass",2000,Nebraska,NE,Cass,Ralph Nader,green,369.0,10280,"Nebraska, Cass"
"Nebraska, Cedar",2000,Nebraska,NE,Cedar,Al Gore,democrat,1062.0,4269,"Nebraska, Cedar"
"Nebraska, Cedar",2000,Nebraska,NE,Cedar,George W. Bush,republican,2989.0,4269,"Nebraska, Cedar"
"Nebraska, Cedar",2000,Nebraska,NE,Cedar,Ralph Nader,green,140.0,4269,"Nebraska, Cedar"
"Nebraska, Chase",2000,Nebraska,NE,Chase,Al Gore,democrat,306.0,1875,"Nebraska, Chase"
"Nebraska, Chase",2000,Nebraska,NE,Chase,George W. Bush,republican,1505.0,1875,"Nebraska, Chase"
"Nebraska, Chase",2000,Nebraska,NE,Chase,Ralph Nader,green,38.0,1875,"Nebraska, Chase"
"Nebraska, Cherry",2000,Nebraska,NE,Cherry,Al Gore,democrat,446.0,2847,"Nebraska, Cherry"
"Nebraska, Cherry",2000,Nebraska,NE,Cherry,George W. Bush,republican,2322.0,2847,"Nebraska, Cherry"
"Nebraska, Cherry",2000,Nebraska,NE,Cherry,Ralph Nader,green,50.0,2847,"Nebraska, Cherry"
"Nebraska, Cheyenne",2000,Nebraska,NE,Cheyenne,Al Gore,democrat,844.0,4186,"Nebraska, Cheyenne"
"Nebraska, Cheyenne",2000,Nebraska,NE,Cheyenne,George W. Bush,republican,3207.0,4186,"Nebraska, Cheyenne"
"Nebraska, Cheyenne",2000,Nebraska,NE,Cheyenne,Ralph Nader,green,76.0,4186,"Nebraska, Cheyenne"
"Nebraska, Clay",2000,Nebraska,NE,Clay,Al Gore,democrat,774.0,3215,"Nebraska, Clay"
"Nebraska, Clay",2000,Nebraska,NE,Clay,George W. Bush,republican,2326.0,3215,"Nebraska, Clay"
"Nebraska, Clay",2000,Nebraska,NE,Clay,Ralph Nader,green,86.0,3215,"Nebraska, Clay"
"Nebraska, Colfax",2000,Nebraska,NE,Colfax,Al Gore,democrat,863.0,3315,"Nebraska, Colfax"
"Nebraska, Colfax",2000,Nebraska,NE,Colfax,George W. Bush,republican,2338.0,3315,"Nebraska, Colfax"
"Nebraska, Colfax",2000,Nebraska,NE,Colfax,Ralph Nader,green,72.0,3315,"Nebraska, Colfax"
"Nebraska, Cuming",2000,Nebraska,NE,Cuming,Al Gore,democrat,857.0,4215,"Nebraska, Cuming"
"Nebraska, Cuming",2000,Nebraska,NE,Cuming,George W. Bush,republican,3232.0,4215,"Nebraska, Cuming"
"Nebraska, Cuming",2000,Nebraska,NE,Cuming,Ralph Nader,green,91.0,4215,"Nebraska, Cuming"
"Nebraska, Custer",2000,Nebraska,NE,Custer,Al Gore,democrat,976.0,5414,"Nebraska, Custer"
"Nebraska, Custer",2000,Nebraska,NE,Custer,George W. Bush,republican,4245.0,5414,"Nebraska, Custer"
"Nebraska, Custer",2000,Nebraska,NE,Custer,Ralph Nader,green,140.0,5414,"Nebraska, Custer"
"Nebraska, Dakota",2000,Nebraska,NE,Dakota,Al Gore,democrat,2695.0,6061,"Nebraska, Dakota"
"Nebraska, Dakota",2000,Nebraska,NE,Dakota,George W. Bush,republican,3119.0,6061,"Nebraska, Dakota"
"Nebraska, Dakota",2000,Nebraska,NE,Dakota,Ralph Nader,green,141.0,6061,"Nebraska, Dakota"
"Nebraska, Dawes",2000,Nebraska,NE,Dawes,Al Gore,democrat,823.0,3621,"Nebraska, Dawes"
"Nebraska, Dawes",2000,Nebraska,NE,Dawes,George W. Bush,republican,2549.0,3621,"Nebraska, Dawes"
"Nebraska, Dawes",2000,Nebraska,NE,Dawes,Ralph Nader,green,212.0,3621,"Nebraska, Dawes"
"Nebraska, Dawson",2000,Nebraska,NE,Dawson,Al Gore,democrat,1740.0,7507,"Nebraska, Dawson"
"Nebraska, Dawson",2000,Nebraska,NE,Dawson,George W. Bush,republican,5511.0,7507,"Nebraska, Dawson"
"Nebraska, Dawson",2000,Nebraska,NE,Dawson,Ralph Nader,green,143.0,7507,"Nebraska, Dawson"
"Nebraska, Deuel",2000,Nebraska,NE,Deuel,Al Gore,democrat,213.0,1033,"Nebraska, Deuel"
"Nebraska, Deuel",2000,Nebraska,NE,Deuel,George W. Bush,republican,783.0,1033,"Nebraska, Deuel"
"Nebraska, Deuel",2000,Nebraska,NE,Deuel,Ralph Nader,green,27.0,1033,"Nebraska, Deuel"
"Nebraska, Dixon",2000,Nebraska,NE,Dixon,Al Gore,democrat,820.0,2792,"Nebraska, Dixon"
"Nebraska, Dixon",2000,Nebraska,NE,Dixon,George W. Bush,republican,1834.0,2792,"Nebraska, Dixon"
"Nebraska, Dixon",2000,Nebraska,NE,Dixon,Ralph Nader,green,60.0,2792,"Nebraska, Dixon"
"Nebraska, Dodge",2000,Nebraska,NE,Dodge,Al Gore,democrat,5021.0,14472,"Nebraska, Dodge"
"Nebraska, Dodge",2000,Nebraska,NE,Dodge,George W. Bush,republican,8871.0,14472,"Nebraska, Dodge"
"Nebraska, Dodge",2000,Nebraska,NE,Dodge,Ralph Nader,green,443.0,14472,"Nebraska, Dodge"
"Nebraska, Douglas",2000,Nebraska,NE,Douglas,Al Gore,democrat,73347.0,183156,"Nebraska, Douglas"
"Nebraska, Douglas",2000,Nebraska,NE,Douglas,George W. Bush,republican,101025.0,183156,"Nebraska, Douglas"
"Nebraska, Douglas",2000,Nebraska,NE,Douglas,Ralph Nader,green,7109.0,183156,"Nebraska, Douglas"
"Nebraska, Dundy",2000,Nebraska,NE,Dundy,Al Gore,democrat,179.0,1011,"Nebraska, Dundy"
"Nebraska, Dundy",2000,Nebraska,NE,Dundy,George W. Bush,republican,801.0,1011,"Nebraska, Dundy"
"Nebraska, Dundy",2000,Nebraska,NE,Dundy,Ralph Nader,green,19.0,1011,"Nebraska, Dundy"
"Nebraska, Fillmore",2000,Nebraska,NE,Fillmore,Al Gore,democrat,848.0,2998,"Nebraska, Fillmore"
"Nebraska, Fillmore",2000,Nebraska,NE,Fillmore,George W. Bush,republican,2024.0,2998,"Nebraska, Fillmore"
"Nebraska, Fillmore",2000,Nebraska,NE,Fillmore,Ralph Nader,green,103.0,2998,"Nebraska, Fillmore"
"Nebraska, Franklin",2000,Nebraska,NE,Franklin,Al Gore,democrat,420.0,1668,"Nebraska, Franklin"
"Nebraska, Franklin",2000,Nebraska,NE,Franklin,George W. Bush,republican,1196.0,1668,"Nebraska, Franklin"
"Nebraska, Franklin",2000,Nebraska,NE,Franklin,Ralph Nader,green,36.0,1668,"Nebraska, Franklin"
"Nebraska, Frontier",2000,Nebraska,NE,Frontier,Al Gore,democrat,244.0,1393,"Nebraska, Frontier"
"Nebraska, Frontier",2000,Nebraska,NE,Frontier,George W. Bush,republican,1102.0,1393,"Nebraska, Frontier"
"Nebraska, Frontier",2000,Nebraska,NE,Frontier,Ralph Nader,green,27.0,1393,"Nebraska, Frontier"
"Nebraska, Furnas",2000,Nebraska,NE,Furnas,Al Gore,democrat,534.0,2431,"Nebraska, Furnas"
"Nebraska, Furnas",2000,Nebraska,NE,Furnas,George W. Bush,republican,1849.0,2431,"Nebraska, Furnas"
"Nebraska, Furnas",2000,Nebraska,NE,Furnas,Ralph Nader,green,29.0,2431,"Nebraska, Furnas"
"Nebraska, Gage",2000,Nebraska,NE,Gage,Al Gore,democrat,3516.0,9506,"Nebraska, Gage"
"Nebraska, Gage",2000,Nebraska,NE,Gage,George W. Bush,republican,5538.0,9506,"Nebraska, Gage"
"Nebraska, Gage",2000,Nebraska,NE,Gage,Ralph Nader,green,355.0,9506,"Nebraska, Gage"
"Nebraska, Garden",2000,Nebraska,NE,Garden,Al Gore,democrat,203.0,1219,"Nebraska, Garden"
"Nebraska, Garden",2000,Nebraska,NE,Garden,George W. Bush,republican,963.0,1219,"Nebraska, Garden"
"Nebraska, Garden",2000,Nebraska,NE,Garden,Ralph Nader,green,38.0,1219,"Nebraska, Garden"
"Nebraska, Garfield",2000,Nebraska,NE,Garfield,Al Gore,democrat,202.0,963,"Nebraska, Garfield"
"Nebraska, Garfield",2000,Nebraska,NE,Garfield,George W. Bush,republican,718.0,963,"Nebraska, Garfield"
"Nebraska, Garfield",2000,Nebraska,NE,Garfield,Ralph Nader,green,33.0,963,"Nebraska, Garfield"
"Nebraska, Gosper",2000,Nebraska,NE,Gosper,Al Gore,democrat,228.0,1014,"Nebraska, Gosper"
"Nebraska, Gosper",2000,Nebraska,NE,Gosper,George W. Bush,republican,757.0,1014,"Nebraska, Gosper"
"Nebraska, Gosper",2000,Nebraska,NE,Gosper,Ralph Nader,green,19.0,1014,"Nebraska, Gosper"
"Nebraska, Grant",2000,Nebraska,NE,Grant,Al Gore,democrat,49.0,385,"Nebraska, Grant"
"Nebraska, Grant",2000,Nebraska,NE,Grant,George W. Bush,republican,324.0,385,"Nebraska, Grant"
"Nebraska, Grant",2000,Nebraska,NE,Grant,Ralph Nader,green,10.0,385,"Nebraska, Grant"
"Nebraska, Greeley",2000,Nebraska,NE,Greeley,Al Gore,democrat,416.0,1310,"Nebraska, Greeley"
"Nebraska, Greeley",2000,Nebraska,NE,Greeley,George W. Bush,republican,839.0,1310,"Nebraska, Greeley"
"Nebraska, Greeley",2000,Nebraska,NE,Greeley,Ralph Nader,green,37.0,1310,"Nebraska, Greeley"
"Nebraska, Hall",2000,Nebraska,NE,Hall,Al Gore,democrat,5952.0,18546,"Nebraska, Hall"
"Nebraska, Hall",2000,Nebraska,NE,Hall,George W. Bush,republican,11803.0,18546,"Nebraska, Hall"
"Nebraska, Hall",2000,Nebraska,NE,Hall,Ralph Nader,green,595.0,18546,"Nebraska, Hall"
"Nebraska, Hamilton",2000,Nebraska,NE,Hamilton,Al Gore,democrat,1066.0,4491,"Nebraska, Hamilton"
"Nebraska, Hamilton",2000,Nebraska,NE,Hamilton,George W. Bush,republican,3251.0,4491,"Nebraska, Hamilton"
"Nebraska, Hamilton",2000,Nebraska,NE,Hamilton,Ralph Nader,green,141.0,4491,"Nebraska, Hamilton"
"Nebraska, Harlan",2000,Nebraska,NE,Harlan,Al Gore,democrat,438.0,1852,"Nebraska, Harlan"
"Nebraska, Harlan",2000,Nebraska,NE,Harlan,George W. Bush,republican,1358.0,1852,"Nebraska, Harlan"
"Nebraska, Harlan",2000,Nebraska,NE,Harlan,Ralph Nader,green,37.0,1852,"Nebraska, Harlan"
"Nebraska, Hayes",2000,Nebraska,NE,Hayes,Al Gore,democrat,66.0,571,"Nebraska, Hayes"
"Nebraska, Hayes",2000,Nebraska,NE,Hayes,George W. Bush,republican,486.0,571,"Nebraska, Hayes"
"Nebraska, Hayes",2000,Nebraska,NE,Hayes,Ralph Nader,green,8.0,571,"Nebraska, Hayes"
"Nebraska, Hitchcock",2000,Nebraska,NE,Hitchcock,Al Gore,democrat,312.0,1480,"Nebraska, Hitchcock"
"Nebraska, Hitchcock",2000,Nebraska,NE,Hitchcock,George W. Bush,republican,1126.0,1480,"Nebraska, Hitchcock"
"Nebraska, Hitchcock",2000,Nebraska,NE,Hitchcock,Ralph Nader,green,21.0,1480,"Nebraska, Hitchcock"
"Nebraska, Holt",2000,Nebraska,NE,Holt,Al Gore,democrat,846.0,4959,"Nebraska, Holt"
"Nebraska, Holt",2000,Nebraska,NE,Holt,George W. Bush,republican,3954.0,4959,"Nebraska, Holt"
"Nebraska, Holt",2000,Nebraska,NE,Holt,Ralph Nader,green,93.0,4959,"Nebraska, Holt"
"Nebraska, Hooker",2000,Nebraska,NE,Hooker,Al Gore,democrat,74.0,409,"Nebraska, Hooker"
"Nebraska, Hooker",2000,Nebraska,NE,Hooker,George W. Bush,republican,317.0,409,"Nebraska, Hooker"
"Nebraska, Hooker",2000,Nebraska,NE,Hooker,Ralph Nader,green,13.0,409,"Nebraska, Hooker"
"Nebraska, Howard",2000,Nebraska,NE,Howard,Al Gore,democrat,955.0,2827,"Nebraska, Howard"
"Nebraska, Howard",2000,Nebraska,NE,Howard,George W. Bush,republican,1760.0,2827,"Nebraska, Howard"
"Nebraska, Howard",2000,Nebraska,NE,Howard,Ralph Nader,green,71.0,2827,"Nebraska, Howard"
"Nebraska, Jefferson",2000,Nebraska,NE,Jefferson,Al Gore,democrat,1361.0,3847,"Nebraska, Jefferson"
"Nebraska, Jefferson",2000,Nebraska,NE,Jefferson,George W. Bush,republican,2351.0,3847,"Nebraska, Jefferson"
"Nebraska, Jefferson",2000,Nebraska,NE,Jefferson,Ralph Nader,green,102.0,3847,"Nebraska, Jefferson"
"Nebraska, Johnson",2000,Nebraska,NE,Johnson,Al Gore,democrat,794.0,2112,"Nebraska, Johnson"
"Nebraska, Johnson",2000,Nebraska,NE,Johnson,George W. Bush,republican,1210.0,2112,"Nebraska, Johnson"
"Nebraska, Johnson",2000,Nebraska,NE,Johnson,Ralph Nader,green,74.0,2112,"Nebraska, Johnson"
"Nebraska, Kearney",2000,Nebraska,NE,Kearney,Al Gore,democrat,680.0,3122,"Nebraska, Kearney"
"Nebraska, Kearney",2000,Nebraska,NE,Kearney,George W. Bush,republican,2333.0,3122,"Nebraska, Kearney"
"Nebraska, Kearney",2000,Nebraska,NE,Kearney,Ralph Nader,green,75.0,3122,"Nebraska, Kearney"
"Nebraska, Keith",2000,Nebraska,NE,Keith,Al Gore,democrat,778.0,3849,"Nebraska, Keith"
"Nebraska, Keith",2000,Nebraska,NE,Keith,George W. Bush,republican,2953.0,3849,"Nebraska, Keith"
"Nebraska, Keith",2000,Nebraska,NE,Keith,Ralph Nader,green,75.0,3849,"Nebraska, Keith"
"Nebraska, Keya Paha",2000,Nebraska,NE,Keya Paha,Al Gore,democrat,78.0,513,"Nebraska, Keya Paha"
"Nebraska, Keya Paha",2000,Nebraska,NE,Keya Paha,George W. Bush,republican,422.0,513,"Nebraska, Keya Paha"
"Nebraska, Keya Paha",2000,Nebraska,NE,Keya Paha,Ralph Nader,green,6.0,513,"Nebraska, Keya Paha"
"Nebraska, Kimball",2000,Nebraska,NE,Kimball,Al Gore,democrat,379.0,1820,"Nebraska, Kimball"
"Nebraska, Kimball",2000,Nebraska,NE,Kimball,George W. Bush,republican,1379.0,1820,"Nebraska, Kimball"
"Nebraska, Kimball",2000,Nebraska,NE,Kimball,Ralph Nader,green,41.0,1820,"Nebraska, Kimball"
"Nebraska, Knox",2000,Nebraska,NE,Knox,Al Gore,democrat,1037.0,3978,"Nebraska, Knox"
"Nebraska, Knox",2000,Nebraska,NE,Knox,George W. Bush,republican,2784.0,3978,"Nebraska, Knox"
"Nebraska, Knox",2000,Nebraska,NE,Knox,Ralph Nader,green,110.0,3978,"Nebraska, Knox"
"Nebraska, Lancaster",2000,Nebraska,NE,Lancaster,Al Gore,democrat,44650.0,107132,"Nebraska, Lancaster"
"Nebraska, Lancaster",2000,Nebraska,NE,Lancaster,George W. Bush,republican,55514.0,107132,"Nebraska, Lancaster"
"Nebraska, Lancaster",2000,Nebraska,NE,Lancaster,Ralph Nader,green,6182.0,107132,"Nebraska, Lancaster"
"Nebraska, Lincoln",2000,Nebraska,NE,Lincoln,Al Gore,democrat,5205.0,15114,"Nebraska, Lincoln"
"Nebraska, Lincoln",2000,Nebraska,NE,Lincoln,George W. Bush,republican,9220.0,15114,"Nebraska, Lincoln"
"Nebraska, Lincoln",2000,Nebraska,NE,Lincoln,Ralph Nader,green,502.0,15114,"Nebraska, Lincoln"
"Nebraska, Logan",2000,Nebraska,NE,Logan,Al Gore,democrat,60.0,412,"Nebraska, Logan"
"Nebraska, Logan",2000,Nebraska,NE,Logan,George W. Bush,republican,336.0,412,"Nebraska, Logan"
"Nebraska, Logan",2000,Nebraska,NE,Logan,Ralph Nader,green,11.0,412,"Nebraska, Logan"
"Nebraska, Loup",2000,Nebraska,NE,Loup,Al Gore,democrat,84.0,378,"Nebraska, Loup"
"Nebraska, Loup",2000,Nebraska,NE,Loup,George W. Bush,republican,284.0,378,"Nebraska, Loup"
"Nebraska, Loup",2000,Nebraska,NE,Loup,Ralph Nader,green,7.0,378,"Nebraska, Loup"
"Nebraska, Madison",2000,Nebraska,NE,Madison,Al Gore,democrat,2772.0,12853,"Nebraska, Madison"
"Nebraska, Madison",2000,Nebraska,NE,Madison,George W. Bush,republican,9636.0,12853,"Nebraska, Madison"
"Nebraska, Madison",2000,Nebraska,NE,Madison,Ralph Nader,green,290.0,12853,"Nebraska, Madison"
"Nebraska, McPherson",2000,Nebraska,NE,McPherson,Al Gore,democrat,48.0,301,"Nebraska, McPherson"
"Nebraska, McPherson",2000,Nebraska,NE,McPherson,George W. Bush,republican,244.0,301,"Nebraska, McPherson"
